scheme,category,is_number,title,qco_order,mandatory_status,certifying_body
Scheme-I (ISI Mark),Steel & Metallurgy,IS 8510 (PartIII): 1977,Tinned Steel Wire For Banding Of Armatures And Rotors Part III Specific Requirements for non-magnetic banding wires,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 8563: 1977,Half Round Mild Steel Wire For The Manufacture of Split Pins,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 8564: 1977,Steel Wire For Nipples For Spokes,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 8565: 1977,Heald Wire,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 8566: 1977,Steel Wire For Reeds,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 8917: 1978,Plates For Galvanizing Pots,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 9442: 1980,Hot Rolled Steel Plates Sheets And Strips For Manufacture of Agricultural Discs,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 9485: 1980,Cold-Reduced And Hot-Rolled Carbon Steel Sheet For Porcelain Enamelling,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 10794: 1984,Mild steel wire for cotter pins,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 12262:1988,Trapezoidal Steel Wire For Springs Washers,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1470: 2013,Silicomanganese – Specification,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15911:2010,Structural Steel (Ordinary Quality),"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1171: 2011,Ferromanganese – Specification,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 4431: 1978,Carbon And Carbon- Manganese Free- Cutting Steels,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 4432: 1988,Case Hardening Steels,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 5518: 1996,Steels For Die Blocks For Drop Forging,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 8748: 1978,Standard Specification,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 12145: 1987,Quenched And Tempered Alloy Steel Forgings For Pressure Vessels,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 13387: 1992,Tool Steel Forgings For Metal Forming,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14698:1999,"Carbon And Low Alloy Billets, Blooms, Slabs And Bars For Manufacture Of Shell BodiesAnd Proof Shots Used In Defence Services","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 3930: 1994,Flame And Induction Hardening Steels,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 5478: 1969,Thermostat Metal Sheet and Strip,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 13352: 1992,"Stock for Forgings produced from Continuously Cast Blooms, Billets and Slabs","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16644: 2018,"Stress-Relieved, Low Relaxation Steel Wire for Pre-stressed Concrete","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17404 : 2020,Electrogalvanized Hot Rolled and Cold Reduced Carbon Steel Sheetsand Strips,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18316: 2023,Hot Rolled and Cold Rolled Steel Strips Intended For Processing Of Semi/Fully Processed NonGrain Oriented Electrical Steel Or Fully Processed Grain Oriented Electrical Steel,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18384: 2023,"Hot-Rolled Steel Strip, Sheet and Plates for Welded Steel Pipe for Pipeline Transportation Systems","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18385: 2023,Hot- Dip galvanized/ galvannealed Steel Sheet and strips for Automotive Applications,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18513: 2023,"Hot-Dip Zinc – Aluminium – Magnesium Alloy Coated Steel Sheets, Plates and Strips","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1469: 1993,Ferromolybdenum – Specification,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1466: 1985,Specification for Ferro Vanadium,"Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 8329 : 2000,"Centrifugally cast (spun) ductile iron pressure pipes for water, gas and sewage","Steel & Steel Products (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 9523:2000,"Ductile iron fittings for pressure pipes for water, gas and sewage","11. Ductile Iron Pressure Pipes and Fittings (Quality Control) Order, 2009",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1161:2014,Steel tubes for structural purposes,"11. Ductile Iron Pressure Pipes and Fittings (Quality Control) Order, 2009",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1239 (Part 1):2014,"Steel Tubes, Tubulars and Other Wrought Steel Fittings – Part 1 : Steel Tubes","Mild Steel Tubes (excluding seamless tube & tubes according to API Specification) (Quality Control) order,1978 and Amendment Order, 1983",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 4270:2001,Steel tubes used for water-wells (upto 200 mm dia),"Mild Steel Tubes (excluding seamless tube & tubes according to API Specification) (Quality Control) order,1978 and Amendment Order, 1983",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 9139:1979,Specification for Malleable iron shots and grits for use in foundries,"Mild Steel Tubes (excluding seamless tube & tubes according to API Specification) (Quality Control) order,1978 and Amendment Order, 1983",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1180 (Part 1),"Out door type Oil immersed Distribution Transformers upto and including 2500 kVA, 33 KV-specification Part 1 Mineral oil immersed","13. [Malleable Iron Shots and Grits (Quality Control) Order, 2020](https://bis.gov.in/wp-content/uploads/2020/08/Egazette-Malleable-Iron-Shots-and-Grits.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 12615,Energy Efficient Induction Motors-Three Phase Squirrel Cage,"13. [Malleable Iron Shots and Grits (Quality Control) Order, 2020](https://bis.gov.in/wp-content/uploads/2020/08/Egazette-Malleable-Iron-Shots-and-Grits.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2993,A.C. motor capacitors,"13. [Malleable Iron Shots and Grits (Quality Control) Order, 2020](https://bis.gov.in/wp-content/uploads/2020/08/Egazette-Malleable-Iron-Shots-and-Grits.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 13340,Power Capacitors of Self-healing Type for AC Power Systems having Rated Voltage up to 650V,"13. [Malleable Iron Shots and Grits (Quality Control) Order, 2020](https://bis.gov.in/wp-content/uploads/2020/08/Egazette-Malleable-Iron-Shots-and-Grits.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 13585 Part 1,"Shunt Power Capacitors of the Non-Self-Healing Type for AC System having a Rated Voltage up to and Including 1000V Part-1 General Performance, Testing amd Rating Safety Requirements Guide for Installation and Operation","13. [Malleable Iron Shots and Grits (Quality Control) Order, 2020](https://bis.gov.in/wp-content/uploads/2020/08/Egazette-Malleable-Iron-Shots-and-Grits.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 252:2013,Caustic Soda -Specification,"13. [Malleable Iron Shots and Grits (Quality Control) Order, 2020](https://bis.gov.in/wp-content/uploads/2020/08/Egazette-Malleable-Iron-Shots-and-Grits.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 10116 : 2015,Boric Acid – Specification,"17. Bureau of Indian Standard (Caustic Soda) Order, 2018",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15573,Poly Aluminium Chloride,"18. Bureau of Indian Standards (Standards for Boric Acid) Order, 2019",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 695:2020,Acetic Acid,"19. Poly Aluminium Chloride (Quality Control) Order, 2019",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 2833:2019,Aniline,"Withdrawl order of Acetic Acid (Quality Control) Order, 2019",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 517:2020,Methanol,"Withdrawl order of Aniline (Quality Control) Order, 2019",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 5158: 1987,"Specification for Phthalic Anhydride, Technical","Withdrawl order of Methanol (Quality Control) Order, 2019",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 8058:2018,Pyridine,"Phthalic Anhydride (Quality Control) Second Amendment Order, 2022[(S.O. 5989(E), dated 21/12/2022)](https://bis.gov.in/wp-content/uploads/2022/12/Extension-of-Date-of-implementation-of-04-Petrochemicals-2.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 16113:2013,Gamma Picoline,"Rescind Pyridine (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 16112:2013,Beta Picoline,"Gamma Picoline (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 12084: 2018,Morpholine,"Rescind Beta Picoline (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 297:2001,"Sodium Sulphide, Technical","Morpholine (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 7129:1992,"Potassium Carbonate, Anhydrous","23. Sodium Sulphide (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 170:2004,Acetone,"Potassium Carbonate (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 4581:1978,"Phosphorous Trichloride, pure and Analytical Reagent","Acetone (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 11744:1986,"Phosphorous Pentachloride, Technical","26. Phosphorous Trichloride (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 11657:1986,"Phosphorous Oxychloride, Technical","27. Phosphorous Pentachloride, (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 2080:2021,Stabilized Hydrogen Peroxide,"28. Phosphorous Oxychloride, (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 3205:1984,"Precipitated Barium Carbonate, Technical","Hydrogen Peroxide (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 12928:1990,Precipitated Barium for Ceramic and Glass Industry,"30. Precipitated Barium Carbonate, (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 4505:2015,Sodium Formaldehyde Sulphoxylate,"Precipitated Barium Carbonate, (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 6100:1984,"Sodium Tripolyphosphate, Anhydrous, Technical","31. Sodium Formaldehyde Sulphoxylate, (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 14709:1999,n- Butyl Acrylate,"Rescind Sodium Tripolyphosphate (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 336:1973,Ether,"n- Butyl Acrylate (Quality Control) Order, 2021 [S.O.3729 (E) Dated 09 July, 2026](https://www.bis.gov.in/wp-content/uploads/2026/07/Temporary-suspension-of-nButyl-Acrylate-Quality-Control-Order.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 5295:1985,Ethylene Glycol,"[Ether (Quality Control) Amendment Order, 2021](https://www.bis.gov.in/wp-content/uploads/2021/07/Chemical-products-amendment-order.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 537:2011,Toluene,"Rescind order of Ethylene Glycol (Quality Control) Order, 2021[S.O. 5130 (E) Dated 12 November, 2025](https://www.bis.gov.in/wp-content/uploads/2025/11/Ethylene-Glycol-Rescind-Order-2025.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 15030:2001,Terephthalic Acid,"Rescind order of Toluene (Quality Control) Order, 2021 [S.O. 5528(E) Dated 01 December, 2025](https://www.bis.gov.in/wp-content/uploads/2025/12/Rescind-Toluene-QCO-2021.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 14707: 1999,Methyl Acrylate,"Rescind order of Terephthalic Acid (Quality Control) Order, 2021[S.O. 5129 (E) Dated 12 November, 2025](https://www.bis.gov.in/wp-content/uploads/2025/11/Terephthalic-Acid-Rescid-Order-2025.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 14708:1999,Ethyl Acrylate,"Rescind order of Methyl Acrylate, Ethyl Acrylate (Quality Control) Order, 2021",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 12345:1988,Vinyl Acetate Monomer,"Rescind order of Methyl Acrylate, Ethyl Acrylate (Quality Control) Order, 2021",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 4105:2020,Styrene (Vinyl Benzene),"Rescind order of Vinyl Acetate Monomer (Quality Control) Order, 2021",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 5149:2020,"Maleic Anhydride, Technical","Rescind order of Styrene (Vinyl Benzene) (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 12540:1988,Acrylonitrile,"Rescind order of Maleic Anhydride (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 17265:2019,100 Percent. Polyester Spun Grey and White Yarn (PSY),"Rescind order of Acrylonitrile (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 17261:2019,Polyester Continuous Filament Fully Drawn Yarn (FDY),"Rescind order of 100 Percent. Polyester Spun Grey and White Yarn (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 17264:2019,Standard Specification,"Rescind order of Polyester Continuous Filament Fully Drawn Yarn (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 17262:2019,Polyester Partially Oriented Yarn (POY),"Rescind order of Polyester Industrial Yarn (IDY) (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 17263:2019,Polyester Staple Fibres (PSF),"Rescind order of Polyester Partially Oriented Yarn (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 7328:2020,Polyethylene Material for moulding and extrusion,"Rescind order of Polyester Staple Fibres (PSF) (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 11356:2020,Styrene-Butadiene Rubber Latex,"Rescind order of Polyethylene Material for moulding and extrusion (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 16481:2016,Synthetic Micro-Fibres for use in Cement Based Matrix,"Styrene-Butadiene Rubber Latex (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 12795:2020,Linear Alkyl Benzene,"Synthetic Micro- Fibres for use in Cement Based Matrix (Quality Control) Amendment Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 13601:1993,Ethylene Vinyl Acetate (EVA) Copolymers,"Temporary Suspension of Linear Alkyl Benzene (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 7686:2020,"3(N, N-DiEthyl) Aminophenol","Rescind order of Ethylene Vinyl Acetate (EVA) Copolymers (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 4566:2020,Methylene Chloride (Dichloromethane),"37. 3 (N, N Di-Ethyl) Aminophenol (Quality Control) Order, 2021",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 2012:2006,Red Phosphorus,"Methylene Chloride (Dichloromethane) (Quality Control) Amendment Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 17077 :2019/ISO 19062-1 : 2015,Acrylonitrile Butadiene Styrene (ABS),"39. Red Phosphorus (Quality Control) Order, 2021",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 869:2020,Ethylene Dichloride,"Rescind order of Acrylonitrile Butadiene Styrene (ABS)(Quality Control) Order, 2021",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 17370:2020,p-Xylene,"Rescind order of Ethylene Dichloride (Quality Control) Order, 2021",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 14434:1998,Polycarbonate,"Rescind order of p-Xylene (Quality Control) Order, 2021",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 17397 (Part 1) : 2020/ISO 16365-1 : 2014,Polyurethanes,"Rescind order of Polycarbonate (Quality Control) Order, 2021",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 17442:2020,Vinyl Chloride Monomer,"Rescind order of Polyurethanes (Quality Control) Order, 2021",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 17450 : 2020,"1,3 Phenylenediamine","Rescind order of Vinyl Chloride Monomer (Quality Control) Order, 2020",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 10931 : 1984,Lauric Acid,"40. 1,3 Phenylenediamine (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 12029 : 1986,Acid Oil,"Rescinds order of Lauric Acid (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 12067: 1987,Palm Fatty Acids,"Rescinds order of Acid Oil (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 12068 :1987,Rice Bran Fatty Acids,"Rescinds order of Palm Fatty Acids (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 12069 : 1987,Coconut Fatty Acids,"Rescinds order of Rice Bran Fatty Acids (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 12124 : 1987,Rubberseed Fatty Acids,"Rescinds order of Coconut Fatty Acids (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 12361 :1988,Hydrogenated Rice Bran Fatty Acids,"41. Rubberseed Fatty Acids (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 302 (Part 2/ Section 14),Hand-held Blender,"Rescinds order of Hydrogeneted Rice Bran Fatty Acids (Quality Control) Order, 2022",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 4250,Domestic Electric Food Mixer (Liquidizers and Grinders) and Centrifugal Juicer,"42. Bureau of Indian Standards Kitchen Appliances (Quality Control) Order, 2018 [S.O. 5243(E) dated 10th October, 2018](https://www.bis.gov.in/MandatoryProducts/QCOrder/QCO_dated_10th_Oct2018.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 15558,Instantaneous Domestic Water Heater for use with Liquefied Petroleum Gas,"42. Bureau of Indian Standards Kitchen Appliances (Quality Control) Order, 2018 [S.O. 5243(E) dated 10th October, 2018](https://www.bis.gov.in/MandatoryProducts/QCOrder/QCO_dated_10th_Oct2018.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 1391 (Part-1): 2017,Room Air Conditioners- Specification Part 1 Unitary Air Conditioners,"43. Bureau of Indian Standards Domestic Water Heater for Use with Liquefied Petroleum Gas (Quality Control) Order, 2018 [S.O. 5244(E) dated 10th October, 2018](https://www.bis.gov.in/MandatoryProducts/QCOrder/QCO_dated_10th_Oct2018.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 1391 (Part-2): 2018,Room Air Conditioners- Specification Part 2 Split Air Conditioners,"Transition Facilitation (Quality Control) Order, 2026[S.O. 3417 (E) Dated 25 June, 2026](https://www.bis.gov.in/wp-content/uploads/2026/06/Notification-of-Transition-Facilitation-Quality-Control-Order-2026.pdf)",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
