scheme,category,is_number,title,qco_order,mandatory_status,certifying_body
Scheme-I (ISI Mark),Steel & Metallurgy,IS 6343:1982,Door closers (pneumatically regulated) for light doors weighing up to 40 kg,"98. Drums and Tins (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14912:2001,"Door closers, concealed type (hydraulically regulated)","99. Door Fittings (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 3564:1995,Hydraulically Regulated Door Closers,"99. Door Fittings (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 6315:1992,Floor springs (hydraulically regulated) for heavy doors,"99. Door Fittings (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1019:1974,Rim Latches,"99. Door Fittings (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 208:2020,Door Handles,"99. Door Fittings (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 4992:1975,Door handles for mortice lock (vertical type),"99. Door Fittings (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17681:2022,Bottled water dispensers,"99. Door Fittings (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2745:1983,Non-metal helmet for firemen and civil defence personnel,"Bottled Water Dispensers (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2925:1984,Industrial safety helmets,"101. Helmet for Police Force, Civil Defence and Personal Protection (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 9562:1980,Non- metal helmet for Police Force,"101. Helmet for Police Force, Civil Defence and Personal Protection (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2266 : 2019,Steel Wire Ropes for General Engineering Purposes,"101. Helmet for Police Force, Civil Defence and Personal Protection (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2365 : 2018,"Steel Wire Suspension Ropes for Lifts, Elevators and Hoists","Steel Wires or Strands, Nylon or Wire Ropes and Wire mesh (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1855:2022,Stranded steel wire ropes for winding and man –riding haulages in mines,"Steel Wires or Strands, Nylon or Wire Ropes and Wire mesh (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1856:2005,Steel Wire Rope forhaulage,"Steel Wires or Strands, Nylon or Wire Ropes and Wire mesh (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2141:20005,Hot Dip Galvanized Stay Strand,"Steel Wires or Strands, Nylon or Wire Ropes and Wire mesh (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 4521:2001,Wire Ropes Used in Oil Wells and Oil Well Drilling,"Steel Wires or Strands, Nylon or Wire Ropes and Wire mesh (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 6590:1972,Braided Nylon Ropes for Mountaineering Purposes,"Steel Wires or Strands, Nylon or Wire Ropes and Wire mesh (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 278:2009,Galvanized Steel Barbed Wire for Fencing,"Steel Wires or Strands, Nylon or Wire Ropes and Wire mesh (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16014:2018,"Mechanically Woven, Double- Twisted, Hexagonal Wire Mesh Gabions, Revet Mattresses and Rock Fall Netting and Other Rock Fall Netting and Other Products for Civil Engineering Purposes (Galvanized Steel Wire or Galvanized Steel Wire with polymer coating)","Steel Wires or Strands, Nylon or Wire Ropes and Wire mesh (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1269(Part 1) : 1997,Legal Metrology – Material Measure of length – Woven metallic and glass fibre tape measures,"Steel Wires or Strands, Nylon or Wire Ropes and Wire mesh (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1269(Part 2) : 1997,Legal Metrology – Material Measure of length – Steel tape measures,"103. Legal Metrology – Material Measures of Length (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 9755 : 2021,Textiles—High Density Polyethylene (HDPE) /Polypropylene (PP) Woven Sacks for Packaging Fertilizers,"103. Legal Metrology – Material Measures of Length (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 11652 : 2017,Textiles — High Density Polyethylene (HDPE)/ Polypropylene (PP) Woven Sacks for Packaging of 50 kg Cement,"Textiles—High Density Polyethylene (HDPE) /Polypropylene (PP) Woven Sacks for Packaging Fertilizers (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 16709 : 2017,"Textiles — Polypropylene (PP) Woven, Laminated, Block Bottom Valve Sacks for Packaging of 50 kg Cement","Textiles — High Density Polyethylene (HDPE) / Polypropylene (PP) Woven Sacks For Packaging Of 50 Kg Cement (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 16703 : 2017,Textiles — High Density Polyethylene (HDPE) Polypropylene (PP) Woven Sacks for Packaging of 25 kg Polymer Materials,"Textiles —Polypropylene (PP) Woven, Laminated, Block Bottom Valve Sacks For Packaging 50 Kg Cement (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 17399 : 2020,"Textiles — Polypropylene (PP)/ High Density Polyethylene (HDPE) Laminated Woven Sacks for Mail Sorting, Storage, Transport and Distribution","107. Textiles— High Density Polyethylene (HDPE) Polypropylene (PP) Woven Sacks for Packaging of 25 kg Polymer Materials (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 550 (Part 1) : 2014,Safes,"Texiles —Polypropylene (PP)/ High Density Polyethylene (HDPE) Laminated Woven Sacks For Mail Sorting, Storage, Transport And Distribution (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 5244 : 2020,Safe deposit locker cabinets,"109. Safes, Safe Deposit Locker Cabinets and key locks (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 17566 : 2021,Key locks for security equipment,"109. Safes, Safe Deposit Locker Cabinets and key locks (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 12817:2020,Stainless steel butt hinges,"109. Safes, Safe Deposit Locker Cabinets and key locks (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Chemicals & Fertilizers,IS 1341:2018,Steel Butt Hinges,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 205:1992,Non-ferrous metal butt hinges,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 206:2010,Tee and strap hinges,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 362:1991,Parliament hinges,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 3818:1992,Continuous (Piano) hinges,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 3843:1995,Steel back flap hinges,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 453:1993,Double-acting spring hinges,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18297:2023,Cabinet hinges,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2414:2005,Cycle and Rickshaw Pneumatic Tyres,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2415 :2015,Cycle – Rubber Tubes (Moulded or Jointed),"111. Cycle and Rickshaw Tyres and Tubes (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 7466 :1994,Rubber Gaskets for Pressure Cookers,"111. Cycle and Rickshaw Tyres and Tubes (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 878 :2008,Laboratory glassware – Graduated measuring cylinders,"112. Rubber Gaskets for Pressure Cookers (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 915:2012,Laboratory glassware – One – Mark volumetric flasks,"Laboratory Glassware (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1381 (Part 1):2003,Laboratory glassware – Narrow-necked boiling flasks,"Laboratory Glassware (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1117:2018,Laboratory glassware – Single volume pipettes,"Laboratory Glassware (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2619:2018,Glass beakers,"Laboratory Glassware (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14772: 2020,Boxes and Enclosures for Electrical Accessories for Household and Similar Fixed Electrical Installations,"Laboratory Glassware (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14927 (Part 2): 2001,Cable Trunking and Ducting Systems for Electrical Installations – Cable Trunking and Ducting Systems Intended for Mounting on Walls or Ceiling,"Electrical Accessories (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1258: 2005,Bayonet Lamp Holders,"Electrical Accessories (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15787: 2008,Switch-socket-outlets (non-interlock type),"Electrical Accessories (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 13774:2021,Live Working Gloves of Insulating Material,"Electrical Accessories (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 15652:2006,Insulating Mats for Electrical Purposes,"Electrical Accessories (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 7809 (Part3/ Sec1): 1986,Specification for Pressure sensitive adhesive insulating tapes for electrical purposes- Part 3 requirements or individual materials – Sec 1 plasticized polyvinylchloride tapes with non- Thermosetting adhesive,"Electrical Accessories (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 16012: 2012,Poly- Laminated aluminium cable wrap,"Electrical Accessories (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17658:2021,Poly Vinyl Chloride (PVC) Homopolymers,"Electrical Accessories (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 10951: 2020,Polypropylene (PP) Materials for Moulding and Extrusion,"Rescind order of Poly Vinyl Chloride (PVC) Homopolymers (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17042 (Part-1): 2018,Diesel Engines – NOx Reduction Agent AUS 32,"Rescind order of Polypropylene (PP) Materials for Moulding and Extrusion (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 3315:2019,Evaporative Air Coolers (Desert Coolers),"114. Diesel Engines – NOx Reduction Agent AUS 32 (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17570 (Part 1): 2021 ISO 16890-2: 2016,Air Filters for general ventilation – Technical specifications requirements and classification system based upon particulate matter efficiency (ePM),"Air Cooler and Air Filters (Quality Control) Order, 2025",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 302 (Part 2/Sec 9): 2009,"Safety of household and similar electrical appliances – particular requirements – toasters, grills, roasters and similar appliances","Air Cooler and Air Filters (Quality Control) Order, 2025",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 302 (Part 2/Sec 31): 2009,Safety of household and similar electrical appliances – particular requirements – range hoods,"116. Electrical Appliances for Kitchen (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 302 (Part 2/Sec 23): 2009,Safety of household and similar electrical appliances – particular requirements – appliances for skin or hair care,"116. Electrical Appliances for Kitchen (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 302 (Part 2/ Sec 80): 2017,Household and similar electrical appliances – Safety – particular requirements for fans,"117. Electrical Appliances for Skin or Hair care (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 302 (Part 2/Sec 75): 2018,Safety of Household and Similar Electrical Appliances – Particular Requirements – Commercial Dispensing Appliances and Vending Machines,"118. Electrical appliance fans (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 302 (Part 2/Sec 7): 2010,Safety of household and similar electrical appliances – particular requirements – domestic electric clothes washing machines,"Electrical Appliances for Commercial Dispensing and Vending (Quality Control) Order, 2025",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 459:1992,Corrugated and Semi – Corrugated Asbestos Cement Sheets,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 1592:2003,Asbestos Cement Pressure Pipes and Joints,"121. Asbestos or Fibre Cement based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2096:1992,Asbestos Cement Flat Sheets,"121. Asbestos or Fibre Cement based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2098:1997,Asbestos Cement Building Boards,"121. Asbestos or Fibre Cement based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 6908:1991,Asbestos – Cement Pipes and Fittings for Sewerage and Drainage,"121. Asbestos or Fibre Cement based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 13000:1990,Silica-Asbestos-Cement Flat Sheets,"121. Asbestos or Fibre Cement based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 8870:1978,Asbestos Cement Cable Conduits and Troughs,"121. Asbestos or Fibre Cement based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 9627:1980,Asbestos Cement Pressure Pipes (Light Duty),"121. Asbestos or Fibre Cement based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 13008:1990,Shallow Corrugated Asbestos Cement Sheets,"121. Asbestos or Fibre Cement based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14862:2000,Fibre Cement Flat Sheets,"121. Asbestos or Fibre Cement based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14871:2000,Fibre Reinforced Cement Products – Long Corrugated or Asymmetrical Section Sheets and Fittings for Roofing and Cladding,"121. Asbestos or Fibre Cement based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2373:1981,Water meters (bulk type),"121. Asbestos or Fibre Cement based Products (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 779: 1994,Water meters (domestic type),"122. Water meters and accessories (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2692: 1989,Ferrules for water services,"122. Water meters and accessories (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2095 (Part 1):2011,Gypsum plaster boards – Specification: Part 1 plain gypsum plaster boards,"122. Water meters and accessories (Quality Control) Order, 2023",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17400:2021,Glass Fibre Reinforced Gypsum Panels,"Gypsum based Building Materials (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2095 (Part 2): 2022,Gypsum Plaster Boards – Coated/ Laminated Gypsum Plaster Boards,"Gypsum based Building Materials (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2095 (Part 3):2022,Gypsum Plaster Boards – Reinforced Gypsum Plaster Boards and Ceiling Tiles,"Gypsum based Building Materials (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 302 (Part 2/Sec 21): 2018,Appliances for stationary storage type electric water heaters,"Gypsum based Building Materials (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 302 (Part 2/Sec 35): 2017,Appliances for electric instantaneous water heaters,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 368: 2014,Electric Immersion Water Heaters,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2082: 2018,Stationary storage type electric water heaters,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17150: 2019,Mini domestic water heater for use with piped natural gas (PNG)s,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2494 (Part 1): 1994,V-Belts – Endless V-Belts for Industrial Purposes – General Purpose,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 2494 (Part 2): 1993,V-Belts – Endless V-Belts for Industrial Purposes – fire resistant and antistatic V-Belts,"V-Belt (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 14261: 1995,Transmission Devices – V – Belts endless narrow V-Belts for industrial use,"V-Belt (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 17954:2023,Telescopic Ball Bearing Drawer Slide,"V-Belt (Quality Control) Amendment Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18471 (Part 1) : 2023/ ISO 15481:1999,Fasteners – Cross Recessed Drilling Screws with Tapping Screw Thread Part 1 Pan Head,"126. Telescopic Ball Bearing Drawer Slide (Quality Control) Order, 2024",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18471 (Part 2) :2023/ ISO 15482:1999,Fasteners – Cross Recessed Drilling Screws with Tapping Screw Thread Part 2 Countersunk Head,"Cross Recessed Screws (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18471 (Part 3) :2023/ ISO 15483:1999,Fasteners – Cross Recessed Drilling Screws with Tapping Screw Thread Part 3 Raised Countersunk Head,"Cross Recessed Screws (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18476 : 2023/ ISO 15480:2019,Fasteners – Hexagon Washer Head Drilling Screws with Tapping Screw Thread,"Cross Recessed Screws (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18480 (Part 1) :2023/ ISO 7049 : 2011,Cross Recessed Tapping Screws: Part 1 Pan Head,"Cross Recessed Screws (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18480 (Part 2) :2023/ ISO 7050 : 2011,Cross Recessed Tapping Screws Part 2 Countersunk Flat Head,"Cross Recessed Screws (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18480 (Part 3) :2023/ ISO 7051 : 2011,Cross Recessed Tapping Screw Part 3 Raised Countersunk Oval Head,"Cross Recessed Screws (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 7483 : 2018/ ISO 7045 : 2011,Pan Head Screws With Type H or Type Z Cross Recess – Product Grade A,"Cross Recessed Screws (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 7485 (Part 1) : 2018/ ISO 7046 -1 : 2011,Countersunk Flat Head Screws (Common head Style) With Type H or Type Z Cross Recess – Product Grade A Part 1 Steel Screws of Property Class 4.8,"Cross Recessed Screws (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 7486 : 2018/ ISO 7047 : 2011,Raised countersunk head screws (Common Head Style) with type H or type Z cross recess – Product grade A,"Cross Recessed Screws (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18507 : 2024,Drywall Screws – Specification,"Cross Recessed Screws (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18508 : 2024,Chipboard Screws – Specification,"Cross Recessed Screws (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 18509 : 2023,Cross-recessed Countersunk Head Wood Screws – Specification,"Cross Recessed Screws (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Steel & Metallurgy,IS 302 (Part 1) : 2024 IEC 60335-1:2020,All Electrical Appliances,"Cross Recessed Screws (Quality Control) Amendment Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
Scheme-I (ISI Mark),Food & Agriculture,IS 4123:1982,Chain Pipe Wrenches,"Transition Facilitation (Quality Control) Order, 2026",MANDATORY_UNDER_QCO,Bureau of Indian Standards (BIS)
